# Translation from CC-CEDICT,,,,,
# Creative Commons Attribution-Share Alike 3.0 License ,,,,,
Simplified,Pinyin,Edition,Level,Lesson,English
要,yào,1,1,9,/important/vital/to want/will/going to (as future auxiliary)/may/must/
衣服,yīfu,1,1,9,/clothes/CL:件[jian4]套[tao4]/
件,jiàn,1,1,9,/item/component/classifier for events things
衬衫,chènshān,1,1,9,/shirt/blouse/CL:件[jian4]/
颜色,yánsè,1,1,9,/color/CL:個|个[ge4]/
黄,huáng,1,1,9,/yellow/pornographic/to fall through/
红,hóng,1,1,9,/bonus/popular/red/revolutionary/
穿,chuān,1,1,9,/to bore through/pierce/perforate/penetrate/pass through/to dress/to wear/to put on/to thread/
条,tiáo,1,1,9,/strip/item/article/clause (of law or treaty)/classifier for long thin things (ribbon river
裤子,kùzi,1,1,9,/trousers/pants/CL:條|条[tiao2]/
号,hào,1,1,9,/ordinal number/day of a month/mark/sign/business establishment/size/ship suffix/horn (wind instrument)/bugle call/assumed name/to take a pulse/classifier used to indicate number of people/
中,zhōng,1,1,9,/to hit (the mark)/to be hit by/to suffer/
贵,guì,1,1,9,/expensive/noble/your (name)/precious/
便宜,piányi,1,1,9,/small advantages/to let sb off lightly/cheap/inexpensive/
付钱,fù qián,1,1,9,/to pay money/
钱,qián,1,1,9,/coin/money/CL:筆|笔[bi3]/
这儿,zhèr,1,1,9,/here/
一共,yígòng,1,1,9,/altogether/
多少,duōshao,1,1,9,/how much/how many/which (number)/as much as/
块,kuài,1,1,9,/lump (of earth)/chunk/piece/classifier for pieces of cloth cake
毛,máo,1,1,9,/hair/feather/down/wool/mildew/mold/coarse or semifinished/young/raw/careless/unthinking/nervous/scared/(of currency) to devalue or depreciate/classifier for Chinese fractional monetary unit ( = 角[jiao3]  = 1/10 yuan or 10 fen 分[fen1])/
分,fēn,1,1,9,/part/share/ingredient/component/
百,bǎi,1,1,9,/hundred/numerous/all kinds of/
找(钱),zhǎo(qián),1,1,9,
双,shuāng,1,1,9,/two/double/pair/both/
鞋,xié,1,1,9,/shoe/CL:雙|双[shuang1]隻|只[zhi1]/
换,huàn,1,1,9,/to change/to exchange/
一样,yíyàng,1,1,9,/same/like/equal to/the same as/just like/
虽然,suīrán,1,1,9,/although/even though/even if/
大小,dàxiǎo,1,1,9,/dimension/magnitude/size/measurement/large and small/adults and children/consideration of seniority/
合适,héshì,1,1,9,/suitable/fitting/decent/to fit/
咖啡色,kāfēisè,1,1,9,/coffee color/brown/
黑,hēi,1,1,9,/black/dark/abbr. for Heilongjiang 黑龍江|黑龙江 province in northeast China/
不用,bú yòng,1,1,9,/need not/
天气,tiānqì,1,1,10,/weather/
比,bǐ,1,1,10,/associate with/be near/
下雨,xià yǔ,1,1,10,/to rain/rainy/
报上,bàoshang,1,1,10,/in the newspaper/
预报,yùbào,1,1,10,/forecast/
更,gèng,1,1,10,/more/even more/further/still/still more/
不但…而且…,búdàn…érqiě…,1,1,10,
会,huì,1,1,10,/to balance an account/accountancy/accounting/
暖和,nuǎnhuo,1,1,10,/warm/nice and warm/
一点儿,yídiǎnr,1,1,10,/erhua variant of 一點|一点[yi1 dian3]/
约,yuē,1,1,10,/to make an appointment/to invite/approximately/pact/treaty/to economize/to restrict/to reduce (a fraction)/concise/
公园,gōngyuán,1,1,10,/public park/CL:場|场[chang3]/
红叶,hóngyè,1,1,10,/red autumnal leaves/
怎么办,zěnme bàn,1,1,10,/what's to be done/
录像,lùxiàng,1,1,10,/video tape/video recording/CL:盤|盘[pan2]/
谢,xiè,1,1,10,/to thank/to apologize/to wither (of flowers leaves etc)/to decline/
上海,shànghǎi,1,1,10,/Shanghai municipality central east China
海,hǎi,1,1,10,/ocean/sea/CL:個|个[ge4]片[pian4]/
糟糕,zāogāo,1,1,10,/too bad/how terrible/what bad luck/terrible/bad/
又,yòu,1,1,10,/(once) again/also/both... and.../again/
刚才,gāngcái,1,1,10,/(just) a moment ago/
这个,zhège,1,1,10,/this/this one/
出去,chūqu,1,1,10,/to go out/
热,rè,1,1,10,/to warm up/to heat up/hot (of weather)/heat/fervent/
舒服,shūfu,1,1,10,/comfortable/feeling well/
夏天,xiàtiān,1,1,10,/summer/CL:個|个[ge4]/
这样,zhèyàng,1,1,10,/this kind of/so/this way/like this/such/
凉快,liángkuai,1,1,10,/nice and cold/pleasantly cool/
春天,chūntiān,1,1,10,/spring (season)/CL:個|个[ge4]/
冬天,dōngtiān,1,1,10,/winter/CL:個|个[ge4]/
又…又…,yòu…yòu…,1,1,10,
冷,lěng,1,1,10,/cold/
闷,mēn,1,1,10,/bored/depressed/melancholy/sealed/airtight/tightly closed/
下次,xià cì,1,1,10,/next time/
次,cì,1,1,10,/next in sequence/second/the second (day time etc)/secondary/vice-/sub-/infra-/inferior quality/substandard/order/sequence/hypo- (chemistry)/classifier for enumerated events: time/
最好,zuìhǎo,1,1,10,/best/(you) had better (do what we suggest)/
秋天,qiūtiān,1,1,10,/autumn/CL:個|个[ge4]/
台北,táiběi,1,1,10,/Taibei or Taipei capital of Taiwan/Taibei or Taipei
台湾,táiwān,1,1,10,/variant of 臺灣|台湾[Tai2 wan1]/Taiwan/
寒假,hánjià,1,1,11,/winter vacation/
飞机,fēijī,1,1,11,/airplane/CL: 架[jia4]/
飞,fēi,1,1,11,/to fly/
机,jī,1,1,11,/machine/engine/opportunity/intention/aircraft/pivot/crucial point/flexible (quick-witted)/organic/CL:臺|台[tai2]/
票,piào,1,1,11,/ticket/ballot/bank note/CL:張|张[zhang1]/person held for ransom/amateur performance of Chinese opera/classifier for shipments and business transactions (topolect)/
机场,jīchǎng,1,1,11,/airport/airfield/CL:家[jia1]處|处[chu4]/
坐,zuò,1,1,11,/to sit/to take a seat/to take (a bus airplane etc)/to bear fruit/
公共汽车,gōnggòng qìchē,1,1,11,/bus/CL:輛|辆[liang4]班[ban1]/
公共,gōnggòng,1,1,11,/public/common (use)/
汽车,qìchē,1,1,11,/car/automobile/bus/CL:輛|辆[liang4]/
车,chē,1,1,11,/war chariot (archaic)/rook (in Chinese chess)/rook (in chess)/
或者,huòzhě,1,1,11,/or/possibly/maybe/perhaps/
地铁,dìtiě,1,1,11,/subway/metro/
走,zǒu,1,1,11,/to walk/to go/to run/to move (of vehicle)/to visit/to leave/to go away/to die (euph.)/from/through/away (in compound verbs such as 撤走)/to change (shape
先,xiān,1,1,11,/early/prior/former/in advance/first/
(车)站,(chē)zhàn,1,1,11,#N/A
下车,xià chē,1,1,11,/to get off or out of (a bus train
然后,ránhòu,1,1,11,/after/then (afterwards)/after that/afterwards/
绿,lǜ,1,1,11,/green/
线,xiàn,1,1,11,/thread/string/wire/line/CL:條|条[tiao2]股[gu3]
最后,zuìhòu,1,1,11,/final/last/finally/ultimate/
蓝,lán,1,1,11,/blue/indigo plant/
麻烦,máfan,1,1,11,/inconvenient/troublesome/annoying/to trouble or bother sb/to put sb to trouble/
还是,háishì,1,1,11,/or/still/nevertheless/
出租汽车,chūzū qìchē,1,1,11,/taxi/cab (PRC)/hire car (Taiwan)/CL:輛|辆[liang4]/
出租,chūzū,1,1,11,/to rent/
租,zū,1,1,11,/to hire/to rent/to charter/to rent out/to lease out/rent/land tax/
开车,kāi chē,1,1,11,/to drive a car/
开,kāi,1,1,11,/to open/to start/to turn on/to boil/to write out (a medical prescription)/to operate (vehicle)/abbr. for 開爾文|开尔文 degrees Kelvin/
送,sòng,1,1,11,/to deliver/to carry/to give (as a present)/to present (with)/to see off/to send/
不过,búguò,1,1,11,/only/merely/no more than/but/however/anyway (to get back to a previous topic)/
让,ràng,1,1,11,/to yield/to permit/to let sb do sth/to have sb do sth/
花,huā,1,1,11,/flower/blossom/fancy pattern/CL:朵[duo3]支[zhi1]
不好意思,bù hǎoyìsi,1,1,11,/to feel embarrassed/to find it embarrassing/to be sorry (for inconveniencing sb)/
这几天,zhè jǐ tiān,1,1,11,/the past few days/
每天,měitiān,1,1,11,/every day/everyday/
每,měi,1,1,11,/each/every/
高速公路,gāosù gōnglù,1,1,11,/expressway/highway/freeway/
高速,gāosù,1,1,11,/high speed/
公路,gōnglù,1,1,11,/public road/CL:條|条[tiao2]/
路,lù,1,1,11,/road/path/way/CL:條|条[tiao2]/
紧张,jǐnzhāng,1,1,11,/nervous/keyed up/intense/tense/strained/in short supply/scarce/CL:陣|阵[zhen4]/
自己,zìjǐ,1,1,11,/oneself/one's own/
新年,xīnnián,1,1,11,/New Year/CL:個|个[ge4]/
快,kuài,1,1,11,/rapid/quick/speed/rate/soon/almost/to make haste/clever/sharp (of knives or wits)/forthright/plain-spoken/gratified/pleased/pleasant/
快乐,kuàilè,1,1,11,/happy/merry/
饭馆(儿),fànguǎn(r),1,1,12,
服务员,fúwùyuán,1,1,12,/waiter/waitress/attendant/customer service personnel/CL:個|个[ge4]/
服务,fúwù,1,1,12,/to serve/service/CL:項|项[xiang4]/
好像,hǎoxiàng,1,1,12,/as if/to seem like/
位子,wèizi,1,1,12,/place/seat/
桌子,zhuōzi,1,1,12,/table/desk/CL:張|张[zhang1]套[tao4]/
点菜,diǎn cài,1,1,12,/to order dishes (in a restaurant)/
菜,cài,1,1,12,/dish (type of food)/vegetables/vegetable/cuisine/CL:盤|盘[pan2]道[dao4]/
饺子,jiǎozi,1,1,12,/dumpling/pot-sticker/CL:個|个[ge4]隻|只[zhi1]/
素,sù,1,1,12,/raw silk/white/plain unadorned/vegetarian (food)/essence/nature/element/constituent/usually/always/ever/
盘,pán,1,1,12,/plate/dish/tray/board/to build/to coil/to check/to examine/to transfer (property)/to make over/classifier for food: dish helping/to coil/classifier for coils of wire/classifier for games of chess/
家常豆腐,jiācháng dòufu,1,1,12,/home-style tofu/
豆腐,dòufu,1,1,12,/tofu/bean curd/
肉,ròu,1,1,12,/meat/flesh/pulp (of a fruit)/
碗,wǎn,1,1,12,/variant of 碗[wan3]/bowl/cup/CL:隻|只[zhi1]個|个[ge4]/
酸辣汤,suānlàtāng,1,1,12,/hot and sour soup/sour and spicy soup/
酸,suān,1,1,12,/sour/sore/ache/acid/
辣,là,1,1,12,/hot (spicy)/pungent/
汤,tāng,1,1,12,/soup/hot or boiling water/decoction of medicinal herbs/water in which sth has been boiled/
放,fàng,1,1,12,/to release/to free/to let go/to put/to place/to let out/to set off (fireworks)/
味精,wèijīng,1,1,12,/monosodium glutamate (MSG)/Ajinomoto/
渴,kě,1,1,12,/thirsty/
这些,zhèxiē,1,1,12,/these/
些,xiē,1,1,12,/some/few/several/measure word indicating a small amount or small number (greater than 1)/
够,gòu,1,1,12,/to reach/to be enough/
饿,è,1,1,12,/to be hungry/hungry/
上菜,shàng cài,1,1,12,/to serve also to put on plate/
好,hǎo,1,1,12,/to be fond of/
好吃,hǎochī,1,1,12,/tasty/delicious/
师傅,shīfu,1,1,12,/master/qualified worker/respectful form of address for older men/CL:個|个[ge4]位[wei4]
中餐,zhōngcān,1,1,12,/Chinese meal/Chinese food/CL:份[fen4]頓|顿[dun4]/
西餐,xīcān,1,1,12,/Western-style food/CL:份[fen4]頓|顿[dun4]/
糖醋鱼,tángcùyú,1,1,12,/sweet and sour fish/
糖,táng,1,1,12,/sugar/sweets/candy/CL:顆|颗[ke1]塊|块[kuai4]/
醋,cù,1,1,12,/vinegar/
鱼,yú,1,1,12,/fish/CL:條|条[tiao2]尾[wei3]/
甜,tián,1,1,12,/sweet/
极(了),jí(le),1,1,12,
红烧,hóngshāo,1,1,12,/simmer-fried (dish)/
牛肉,niúròu,1,1,12,/beef/
牛,niú,1,1,12,/ox/cow/bull/CL:條|条[tiao2]頭|头[tou2]/
卖完(了),mài wán(le),1,1,12,
卖,mài,1,1,12,/to sell/to betray/to spare no effort/to show off or flaunt/
完,wán,1,1,12,/to finish/to be over/whole/complete/entire/
凉拌,liángbàn,1,1,12,/salad with dressing/cold vegetables dressed with sauce (e.g. cole slaw)/
黄瓜,huángguā,1,1,12,/cucumber/CL:條|条[tiao2]/
再,zài,1,1,12,/again/once more/re-/second/another/then (after sth and not until then)/
两,liǎng,1,1,12,/both/two/ounce/some/a few/tael/weight equal to 50 grams/
米饭,mǐfàn,1,1,12,/(cooked) rice/
错,cuò,1,1,12,/mistake/wrong/bad/interlocking/complex/to grind/to polish/to alternate/to stagger/to miss/to let slip/to evade/to inlay with gold or silver/
明ㄦ,míngr,1,1,12,
借,jiè,1,1,13,/to lend/to borrow/excuse/pretext/by means of/to seize (an opportunity)/to take (an opportunity)/
盘,pán,1,1,13,/plate/dish/tray/board/to build/to coil/to check/to examine/to transfer (property)/to make over/classifier for food: dish helping/to coil/classifier for coils of wire/classifier for games of chess/
录音带,lùyīndài,1,1,13,/audio tape/CL:盤|盘[pan2]盒[he2]/
职员,zhíyuán,1,1,13,/office worker/staff member/CL:個|个[ge4]位[wei4]/
把,bǎ,1,1,13,/handle/
学生证,xuéshengzhèng,1,1,13,/student identity card/
留,liú,1,1,13,/to leave (eg a message)/to retain/to stay/to remain/to keep/to preserve/
语言,yǔyán,1,1,13,/language/CL:門|门[men2]種|种[zhong3]/
实验室,shíyànshì,1,1,13,/laboratory/CL:間|间[jian1]/
实验,shíyàn,1,1,13,/experiment/test/CL:個|个[ge4]次[ci4]/experimental/to experiment/
楼下,lóuxià,1,1,13,/downstairs/
再,zài,1,1,13,/again/once more/re-/second/another/then (after sth and not until then)/
还,huán,1,1,13,/to pay back/to return/
忘,wàng,1,1,13,/to forget/to overlook/to neglect/
带,dài,1,1,13,/band/belt/girdle/ribbon/tire/area/zone/region/CL:條|条[tiao2]/to wear/to carry/to take along/to bear (i.e. to have)/to lead/to bring/to look after/to raise/
其他的,qítā de,1,1,13,
证件,zhèngjiàn,1,1,13,/paperwork/credentials/
信用卡,xìnyòngkǎ,1,1,13,/credit card/
信用,xìnyòng,1,1,13,/to trust/credit (commerce)/trustworthiness/creditworthiness/
卡(片),kǎ(piàn),1,1,13,
开到,kāi dào,1,1,13,/open till.../
开,kāi,1,1,13,/to open/to start/to turn on/to boil/to write out (a medical prescription)/to operate (vehicle)/abbr. for 開爾文|开尔文 degrees Kelvin/
关门,guān mén,1,1,13,/close down/closed doors/
关,guān,1,1,13,/mountain pass/to close/to shut/to turn off/to concern/to involve/
门,mén,1,1,13,/gate/door/CL:扇[shan4]/gateway/doorway/CL:個|个[ge4]/opening/valve/switch/way to do something/knack/family/house/(religious) sect/school (of thought)/class/category/phylum or division (taxonomy)/classifier for large guns/classifier for lessons subjects
剩,shèng,1,1,13,/to remain/to be left/to have as remainder/
钟头,zhōngtóu,1,1,13,/hour/CL:個|个[ge4]/
可能,kěnéng,1,1,13,/might (happen)/possible/probable/possibility/probability/maybe/perhaps/CL:個|个[ge4]/
来不及,láibují,1,1,13,/there's not enough time (to do sth)/it's too late (to do sth)/
本,běn,1,1,13,/roots or stems of plants/origin/source/this/the current/root/foundation/basis/classifier for books periodicals
图书馆员,túshūguǎnyuán,1,1,13,/librarian/
进去,jìnqù,1,1,13,/to go in/
找到,zhǎodào,1,1,13,/to find/
借书证,jièshūzhèng,1,1,13,/library card/
多久,duō jiǔ,1,1,13,/how long?/
如果,rúguǒ,1,1,13,/if/in case/in the event that/
过期,guòqī,1,1,13,/to be overdue/to exceed the time limit/to expire (as in expiration date)/
罚,fá,1,1,13,/to punish/to penalize/
续借,xùjiè,1,1,13,/extended borrowing (e.g. library renewal)/
必须,bìxū,1,1,13,/to have to/must/compulsory/necessarily/
字典,zìdiǎn,1,1,13,/dictionary/character dictionary/CL:本[ben3]/
店,diàn,1,1,13,/inn/shop/store/CL:家[jia1]/
上,shàng,1,1,14,/on top/upon/above/upper/previous/first (of multiple parts)/to climb/to get onto/to go up/to attend (class or university)/
中心,zhōngxīn,1,1,14,/center/heart/core/CL:個|个[ge4]/
运动,yùndòng,1,1,14,/movement/campaign/CL: 場|场[chang3]/sports/
场,chǎng,1,1,14,/large place used for a specific purpose/stage/scene (of a play)/classifier for sporting or recreational activities/classifier for number of exams/
旁边,pángbiān,1,1,14,/lateral/side/to the side/beside/
那么,nàme,1,1,14,/like that/in that way/or so/so/so very much/about/in that case/
远,yuǎn,1,1,14,/to distance oneself from (classical)/
哪里,nǎli,1,1,14,/where?/somewhere/anywhere/wherever/nowhere (negative answer to question)/humble expression denying compliment/
住,zhù,1,1,14,/to live/to dwell/to stay/to reside/to stop/
地方,dìfang,1,1,14,/area/place/space/room/territory/CL:處|处[chu4]個|个[ge4]
离,lí,1,1,14,/to leave/to part from/to be away from/(in giving distances) from/without (sth)/independent of/one of the Eight Trigrams 八卦[ba1 gua4] symbolizing fire/☲/
近,jìn,1,1,14,/near/close to/approximately/
就,jiù,1,1,14,/at once/right away/only/just (emphasis)/as early as/already/as soon as/then/in that case/as many as/even if/to approach/to move towards/to undertake/to engage in/to suffer/subjected to/to accomplish/to take advantage of/to go with (of foods)/with regard to/concerning/
活动中心,huódòng zhōngxīn,1,1,14,/activity center/CL:處|处[chu4]/
活动,huódòng,1,1,14,/to exercise/to move about/to operate/activity/loose/shaky/active/movable/maneuver/to use connections/CL:項|项[xiang4]個|个[ge4]/
中间,zhōngjiān,1,1,14,/between/intermediate/mid/middle/
书店,shūdiàn,1,1,14,/bookstore/CL:家[jia1]/
里头,lǐtou,1,1,14,/inside/interior/
早知道,zǎo zhīdao,1,1,14,/If I had known earlier.../
同路,tónglù,1,1,14,/to go the same way/
问路,wèn lù,1,1,14,/ask for directions/
田,tián,1,1,14,/field/farm/CL:片[pian4]/
老金,lǎo jīn,1,1,14,
老,lǎo,1,1,14,/prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity/old (of people)/venerable (person)/experienced/of long standing/always/all the time/of the past/very/outdated/(of meat etc) tough/
金,jīn,1,1,14,/gold/chemical element Au/generic term for lustrous and ductile metals/money/golden/highly respected/one of the eight ancient musical instruments 八音[ba1 yin1]/
过,guò,1,1,14,/(experienced action marker)/to cross/to go over/to pass (time)/to celebrate (a holiday)/to live/to get along/excessively/too-/
中国城,zhōngguóchéng,1,1,14,/Chinatown/
城,chéng,1,1,14,/city walls/city/town/CL:座[zuo4]道[dao4]
地图,dìtú,1,1,14,/map/CL:張|张[zhang1]本[ben3]/
闭着,bìzhe,1,1,14,/closed/
闭,bì,1,1,14,/to close/stop up/shut/obstruct/
眼睛,yǎnjīng,1,1,14,/eye/CL:隻|只[zhi1]雙|双[shuang1]/
都,dōu,1,1,14,/capital city/metropolis/
从,cóng,1,1,14,/second cousin/
一直,yìzhí,1,1,14,/straight (in a straight line)/continuously/always/from the beginning of ... up to .../all along/
往,wàng,1,1,14,/to go (in a direction)/to/towards/(of a train) bound for/past/previous/
南,nán,1,1,14,/south/
过,guò,1,1,14,/(experienced action marker)/to cross/to go over/to pass (time)/to celebrate (a holiday)/to live/to get along/excessively/too-/
路口,lùkǒu,1,1,14,/crossing/intersection (of roads)/
西,xī,1,1,14,/west/
一…就…,yī…jiù…,1,1,14,
拐,guǎi,1,1,14,/to turn/to kidnap (esp. through trickery)/to shanghai/a cane/
哎,āi,1,1,14,/interjection of surprise or disapprobation hey!/why?/look out!/How dare you!/
东,dōng,1,1,14,/east/host (i.e. sitting on east side of guest)/landlord/
北,běi,1,1,14,/north/to be defeated (classical)/
前,qián,1,1,14,/front/forward/ahead/ago/before/first/former/formerly/future/BC (e.g. 前293年)/
红绿灯,hónglǜdēng,1,1,14,/traffic light/traffic signal/
灯,dēng,1,1,14,/lamp/light/lantern/CL:盞|盏[zhan3]/
右,yòu,1,1,14,/right (-hand)/the Right (politics)/west (old)/
不对,bú duì,1,1,14,/incorrect/wrong/amiss/abnormal/queer/
对,duì,1,1,14,/couple/pair/to be opposite/to oppose/to face/versus/for/to/correct (answer)/to answer/to reply/to direct (towards sth)/right/
单行道,dānxíngdào,1,1,14,/one way street/
单,dān,1,1,14,/bill/list/form/single/only/sole/odd number/CL:個|个[ge4]/
行,xíng,1,1,14,/behavior/conduct/
左,zuǒ,1,1,14,/left/the Left (politics)/east/unorthodox/queer/wrong/differing/opposite/variant of 佐[zuo3]/
前面,qiánmian,1,1,14,/ahead/in front/preceding/above/
面,miàn,1,1,14,/flour/noodles/
日文,rìwén,1,1,14,/Japanese (language)/
东京,dōngjīng,1,1,14,/Tōkyō capital of Japan/
京,jīng,1,1,14,/capital city of a country/big/algebraic term for a large number (old)/artificial mound (old)/
